tracking_id	locus	Endothelium 0D NTX	Endothelium 2D NTX (a)	Endothelium 2D NTX (b)	Endothelium 2D NTX ©	Endothelium 3D NTX (a)	Endothelium 3D NTX (b)	Endothelium 3D NTX ©	Endothelium 4D NTX	Endothelium 5D NTX	Endothelium 6D NTX	Endothelium 7D NTX	Endothelium 10D NTX (a)	Endothelium WT 10days (b)	Endothelium 14D NTX
Wdr86	chr5:24712268-24730680	0.48707	0.289685	0.0786376	0.23165	0.001	0.001	0.001	0.0703744	0.237159	0.215458	0.001	0.252049	0.28812	0.142643
Wdr89	chr12:75630593-75669537	9.06762	1.16592	1.88107	2.11956	9.62348	13.1914	7.52321	3.7944	1.26573	1.2479	1.96978	0.607347	4.52914	0.566697
Wdr90	chr17:25844733-25861515	0.631927	0.898877	1.05975	1.41321	1.38765	1.71801	1.23062	1.25929	1.37356	1.30976	0.686413	1.44766	1.666	1.41925
Wdr91	chr6:34880425-34910831	5.61264	8.34639	7.06972	5.13535	8.4461	8.00812	10.1477	5.59321	6.38923	5.77433	4.13194	6.04854	6.85298	6.07371
Wdr92	chr11:17211892-17235200	10.5543	41.9203	27.4477	75.8816	44.8111	66.8829	29.1753	22.0829	26.5345	23.8828	38.2697	30.6485	39.8929	33.4435
Wdr93	chr7:79743162-79785950	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.027618	0.001	0.001
Wdr95	chr5:149528678-149611894	0.11306	0.001	0.001	0.184976	0.11379	0.226375	0.001	0.001	0.001	0.001	0.0780587	0.0505835	0.0914221	0.0285421
Wdr96	chr19:47736856-47837361	0.855277	0.539829	0.331199	0.351457	0.482809	0.65634	0.159907	0.431837	0.367259	0.364663	0.622949	0.336337	0.0438278	0.280622
Wdsub1	chr2:59852364-59882606	9.44248	5.4359	7.20912	6.28375	8.82358	10.2429	8.38554	7.65372	8.48235	8.61633	7.46846	8.38836	11.0641	9.60817
Wdtc1	chr4:133292465-133339315	7.99868	4.55582	8.62554	8.73968	8.08074	11.5756	11.6522	11.4019	5.6283	6.01847	4.13703	6.89559	10.405	6.50431
Wdyhv1	chr15:58141435-58158654	2.81802	4.46407	3.73631	1.90093	4.05668	4.14367	2.98262	3.35606	5.62545	3.07831	3.85058	3.60684	3.63737	3.61465
Wee1	chr7:110122058-110143299	6.36683	6.38449	4.66664	6.05348	3.91946	4.24721	3.73915	4.43642	6.45804	6.1442	9.3186	9.73293	9.43814	14.0632
Wee2	chr6:40442862-40466815	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Wfdc1	chr8:119666364-119688020	10.2333	0.781489	1.14119	1.76788	0.789716	1.90225	1.65744	8.90155	4.76882	7.18058	4.18214	6.80439	8.45369	5.41722
Wfdc10	chr2:164656045-164657368	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Wfdc11	chr2:164662893-164674087	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Wfdc12	chr2:164189230-164190558	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Wfdc13	chr2:164685106-164687706	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Wfdc15a	chr2:164198871-164200117	0.001	0.001	0.001	0.001	0.001	0.445725	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Wfdc15b	chr2:164214453-164221663	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Wfdc16	chr2:164634707-164638802	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Wfdc17	chr11:83704055-83706269	0.618325	126.801	58.9948	16.8951	116.588	42.7978	26.1847	4.25682	13.5589	3.60038	1.56036	9.25852	2.45039	1.07039
Wfdc18	chr11:83709003-83711360	0.001	0.001	0.001	0.287108	0.280914	1.58446	0.001	0.001	0.001	0.001	0.001	0.295158	0.001	0.001
Wfdc2	chr2:164562715-164568506	0.333387	0.001	0.233772	0.001	0.0977005	0.001	0.123586	0.319654	0.001	0.474368	0.001	0.10473	0.634786	0.241692
Wfdc3	chr2:164731225-164743267	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Wfdc5	chr2:164176324-164182742	0.001	0.001	0.001	0.0248197	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Wfdc6a	chr2:164579518-164585447	0.284872	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.136434	0.001	0.001	0.272233	0.102688
Wfdc6b	chr2:164613699-164618213	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Wfdc8	chr2:164596457-164613626	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Wfdc9	chr2:164649624-164654966	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Wfikkn1	chr17:25877627-25880858	0.44183	0.263725	0.537988	0.384096	0.622684	0.497705	0.53048	0.456049	1.38079	0.147702	0.228806	0.420257	0.39305	0.362616
Wfikkn2	chr11:94235951-94242579	0.107908	0.242031	0.158173	0.0331752	0.114323	0.001	0.122952	0.105677	0.0597424	0.0271728	0.001	0.0546224	0.0262187	0.0512679
Wfs1	chr5:36966103-36988982	2.8418	3.90591	5.36882	5.55851	5.81412	4.68219	7.54743	8.19212	5.21896	4.6188	4.11449	4.323	5.79875	3.86501
Whamm	chr7:81571291-81596836	8.43092	6.18729	7.11767	6.56358	8.54912	10.4009	7.44864	8.24304	4.24737	7.60552	11.7541	7.44004	13.801	8.6692
Whrn	chr4:63414909-63495991	0.286369	0.276723	0.361825	0.517166	0.232756	0.62774	0.0585063	0.614675	0.729709	0.46566	0.114352	0.223903	0.273901	0.245834
Whsc1	chr5:33843111-33897966	3.06011	5.08912	6.5195	5.70427	2.92627	3.62305	3.45485	5.00719	5.75175	7.20759	6.98684	5.97662	4.0394	6.48278
Whsc1l1	chr8:25602305-25719667	11.1345	13.8211	11.7119	15.8386	7.96586	9.75208	8.29768	10.348	9.34752	11.4103	11.7934	13.2782	9.81963	16.1655
Wibg	chr10:128747878-128766568	17.4625	17.0861	14.9962	8.37359	13.7528	13.0712	15.3655	12.2966	11.6774	16.062	14.8576	13.0782	17.3788	10.5769
Wif1	chr10:121034003-121100642	2.35726	0.225881	0.307007	0.0774086	0.152359	0.0947372	0.001	0.137095	0.001	0.0421175	2.0916	0.591861	0.163274	0.684374
Wipf1	chr2:73429616-73529410	13.2231	22.2095	23.5853	20.2777	16.122	17.4331	17.7383	23.3891	18.9188	17.6299	16.1666	19.8157	17.0986	22.8787
Wipf2	chr11:98863597-98905578	3.57198	2.9675	2.76612	6.40422	4.4373	5.74898	5.3469	4.84801	2.76382	2.64624	4.26007	3.69415	5.63609	3.89978
Wipf3	chr6:54452882-54503768	2.30267	0.734525	0.356588	0.940542	1.74803	2.55528	2.74892	5.92007	0.342946	1.02125	4.58398	2.68033	3.69454	3.35996
Wipi1	chr11:109573520-109611389	10.1929	11.8428	13.9669	12.1759	11.1161	9.97526	13.0862	13.5327	11.8694	14.3256	11.4736	15.903	12.9259	16.0572
Wipi2	chr5:142629583-142669370	13.8126	13.4234	14.8544	15.4279	11.1406	11.4667	14.1342	15.5898	12.8716	11.9452	11.508	13.9411	16.5021	13.5442
Wisp1	chr15:66891392-66923199	1.23352	0.321389	0.525639	0.737859	0.57484	0.633318	0.312833	1.08699	2.30451	1.6091	4.15514	1.95203	0.287072	2.45391
Wisp2	chr2:163820833-163833147	0.326966	0.583345	1.66265	1.73263	2.98283	1.50901	0.535538	2.16119	2.74585	1.08459	0.225377	0.543745	0.369222	0.0205163
Wisp3	chr10:39150970-39163794	0.0703338	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.278407	0.001	0.052672
Wiz	chr17:32354049-32389439	6.47128	4.70934	6.9647	10.1708	7.18265	8.82401	8.51099	10.8166	5.46899	6.38306	4.36701	9.01399	12.3564	9.61293
Wls	chr3:159839694-159935175	21.226	20.3095	15.0451	9.0972	14.0844	11.4309	10.9681	17.1605	33.4739	18.8379	28.2829	24.9133	10.738	25.2899
Wnk1	chr6:119923968-120038655	34.3565	31.4287	33.4555	52.5756	25.885	41.6377	28.6516	67.3967	26.71	38.0163	44.2539	48.4127	27.6213	58.2163
Wnk2	chr13:49036301-49148014	0.0806943	0.0726021	0.138604	0.132681	0.00816807	0.0202919	0.0409617	1.22306	0.001	0.0953981	0.0139611	0.182857	0.37328	0.190031
Wnk3	chrX:151198077-151320192	0.0428901	0.001	0.001	0.0105865	0.001	0.032387	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0164069
Wnk4	chr11:101260566-101277409	0.0654735	0.117609	0.160221	0.14777	0.0529143	0.263	0.001	0.185383	0.0968609	0.0660995	0.0226369	0.132933	0.169819	0.116341
Wnt1	chr15:98789856-98793830	0.0396044	0.001	0.001	0.001	0.0239053	0.001	0.001	0.001	0.001	0.001	0.001	0.13276	0.0192094	0.001
Wnt10a	chr1:74792018-74804175	0.0975438	0.001	0.0709899	0.0597114	0.001	0.109625	0.147625	0.0952097	0.001	0.001	0.001	0.001	0.001	0.001
Wnt10b	chr15:98771751-98778150	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0411172	0.0160311
Wnt11	chr7:98838844-98854747	0.299233	0.476648	0.535006	0.122505	0.341678	0.001	0.126139	0.0433729	0.146897	0.467555	0.206686	0.40258	0.451968	0.315242
Wnt16	chr6:22288226-22298522	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0388444	0.0283034	0.001
Wnt2	chr6:17988939-18030445	0.269224	0.001	0.001	0.001	0.001	0.100932	0.001	0.001	0.001	0.224205	0.139311	0.0899974	0.152226	0.135594
Wnt2b	chr3:104944804-104961709	0.153202	0.001	0.187226	0.157048	0.001	0.0960864	0.001	0.0833716	0.113157	0.0257355	0.079424	0.224206	0.0744642	0.252457
Wnt3	chr11:103774174-103818021	0.0295315	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Wnt3a	chr11:59248041-59290751	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Wnt4	chr4:137277634-137299501	0.0668013	0.001	0.0566937	0.0658325	0.185828	0.0626538	0.097886	0.150997	0.17574	0.0996125	0.0295886	0.0964494	0.0806614	0.0470459
Wnt5a	chr14:28505472-28525515	0.219905	0.0437937	0.0715735	0.12006	0.029554	0.165274	0.001	0.095598	0.0540755	0.196796	0.556516	0.362715	0.154166	0.324811
Wnt5b	chr6:119432530-119544347	0.475254	0.001	0.391937	0.192218	0.0270133	0.268865	0.101815	1.13821	0.788538	0.403144	0.0927623	0.47949	0.564825	0.355566
Wnt6	chr1:74771891-74785319	0.689901	0.001	0.001	0.0563416	0.166321	0.001	0.243745	0.23953	0.001	0.229703	0.285563	0.276585	0.0222871	0.0521
Wnt7a	chr6:91363982-91411369	0.0867846	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0195042	0.001	0.0219756
Wnt7b	chr15:85535436-85581821	0.001	0.001	0.001	0.001	0.0164133	0.001	0.0205968	0.0708547	0.18023	0.001	0.001	0.001	0.0131751	0.001
Wnt8a	chr18:34542327-34548061	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.253111	0.001	0.001	0.001	0.001	0.001	0.0243795
Wnt8b	chr19:44493471-44514273	0.001	0.001	0.001	0.001	0.001	0.122395	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Wnt9a	chr11:59306929-59333552	1.18745	0.74317	0.526114	0.848889	0.835781	0.54016	0.71313	1.08167	1.2228	1.05669	0.57254	0.838433	0.5904	1.25926
Wnt9b	chr11:103727362-103749821	0.658489	0.14343	0.175895	0.159733	0.217805	0.34579	0.242819	0.352131	0.001	0.12097	0.124205	0.608314	0.456223	0.904744
Wrap53	chr11:69561753-69579324	5.56929	5.69531	7.14408	3.37696	5.73051	7.12897	7.85145	5.17099	6.22082	7.06565	1.78052	4.75837	5.71242	5.11526
Wrb	chr16:96145418-96157852	5.49984	4.31636	4.62227	3.0739	4.59513	2.37591	4.19846	4.46885	3.57212	3.4366	5.73482	4.85394	5.02604	4.308
Wrn	chr8:33234372-33385527	3.41739	3.56741	3.22367	3.78947	1.58402	2.84924	2.04334	4.21625	3.5715	3.94263	3.58925	4.77401	1.39904	6.12368
Wrnip1	chr13:32802029-32822610	13.2808	11.4846	10.5059	8.93083	8.47159	13.4433	6.01213	10.934	12.8305	10.9245	11.8233	12.7594	15.5931	14.1256
Wsb1	chr11:79239381-79254695	49.9857	141.262	101.572	66.2997	49.4257	76.741	49.9633	75.9023	110.101	67.4328	69.2211	70.2361	85.2791	76.8291
Wsb2	chr5:117357304-117378589	31.155	66.2197	57.774	46.1024	40.2965	33.3265	46.2874	37.7391	46.3526	61.9243	27.6639	52.2885	46.2448	49.7498
Wscd1	chr11:71750702-71789646	17.391	7.10679	8.57748	6.28621	11.249	8.10037	16.1778	15.0125	10.1075	15.5573	7.37547	15.6612	17.6746	15.6693
Wscd2	chr5:113550419-113589725	0.119278	0.001	0.0350032	0.0293554	0.001	0.0359202	0.0181309	0.233736	0.001	0.0240619	0.001	0.06451	0.0347938	0.0726161
Wt1	chr2:105126528-105173614	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Wtap	chr17:12966798-12992539	45.5757	33.4273	30.0078	22.5008	25.168	29.7147	24.812	26.3552	33.1599	29.2665	58.1757	37.088	25.3708	38.7196
Wtip	chr7:34109549-34133268	14.4855	10.3145	10.3992	4.55334	4.09693	8.57953	8.36892	13.1833	14.9348	14.7919	1.87317	13.9735	12.0887	11.3527
Wwc1	chr11:35839177-35980089	0.001	0.001	0.0405088	0.0509819	0.0167316	0.001	0.0209944	0.001	0.001	0.001	0.0286544	0.001	0.001	0.0105038
Wwc2	chr8:47827605-47990551	22.8759	18.4777	19.2553	20.8197	7.0477	12.9791	12.205	18.1529	11.6996	16.2057	8.85031	19.8716	17.7221	24.2692
Wwox	chr8:114439651-115352712	2.84988	5.09782	5.07437	4.0592	6.5231	2.51538	4.66754	4.14961	2.9526	4.40339	5.4232	3.92889	3.88126	2.75741
Wwp1	chr4:19608299-19709004	4.33431	9.7329	6.37797	4.73217	2.5044	4.71247	1.81645	4.54365	5.76598	3.73214	3.20131	4.8755	1.47561	6.56807
Wwp2	chr8:107436397-107558595	12.8379	11.7975	14.0783	12.0889	19.3674	11.9926	22.4781	17.841	14.0608	16.2273	13.7767	15.911	15.6409	14.9017
Wwtr1	chr3:57455643-57575910	78.5111	99.6361	89.5597	88.7205	50.748	65.8446	65.3764	127.447	96.3607	94.1132	91.1791	78.8873	62.7023	113.955
Xab2	chr8:3610089-3621296	22.8566	20.2207	20.2957	15.8385	33.1931	23.333	28.6654	28.0256	17.8765	19.0349	21.3529	19.8368	24.8587	22.7208
Xaf1	chr11:72301628-72313733	17.2182	21.2656	34.4988	7.4856	37.4547	28.6947	30.552	28.8842	18.6821	28.612	38.7722	23.446	18.5051	17.4387
Xbp1	chr11:5520640-5525993	64.8294	115.002	104.945	75.4313	104.896	50.9956	113.329	71.1657	101.235	100.238	86.6117	97.6354	78.0993	77.3575
Xcl1	chr1:164931647-164935510	0.001	2.35881	1.50085	0.323599	6.16904	4.36714	0.402565	0.173926	0.001	0.001	0.001	1.64849	1.29555	0.0967403
Xcr1	chr9:123852314-123862029	0.0101316	0.182051	0.0893001	0.001	0.279045	0.318046	0.0308206	0.0198647	0.001	0.001	0.0128459	0.0457503	0.0167564	0.0197057
Xdh	chr17:73883907-73950182	101.745	55.641	51.236	37.939	49.6457	46.1402	75.4438	67.4271	29.1032	91.7591	61.2457	56.799	46.62	60.8397
Xiap	chrX:42067835-42109664	33.1407	25.3929	22.5952	20.3415	7.92702	16.0968	9.02824	22.6325	22.7094	16.7489	16.8626	24.2637	5.96538	39.0187
Xirp1	chr9:120013754-120023598	0.657543	0.137529	0.337499	0.867112	0.001	0.542	0.38411	1.68028	0.680431	0.928969	0.380905	1.46432	1.42924	1.34809
Xirp2	chr2:67446001-67526606	0.00733816	0.001	0.054126	0.00906063	0.001	0.116324	0.001	0.001	0.0491337	0.00745626	0.0304882	0.0200198	0.001	0.0842606
Xist	chrX:103460372-103483233	0.00716281	0.00878407	0.001	21.5646	0.0207585	13.9713	0.00743196	3.22095	0.0544341	0.001	0.00744004	0.001	4.06278	0.00274137
Xk	chrX:9272783-9313245	0.0355995	0.0640007	0.104676	0.0548267	0.0647958	0.0805004	0.0677139	0.128014	0.0395622	0.180021	0.240105	0.144869	0.0779546	0.251123
Xkr4	chr1:3214481-3671498	0.0250815	0.001	0.001	0.001	0.001	0.001	0.001	0.0819007	0.001	0.101139	0.001	0.0338905	0.0243834	0.124012
Xkr5	chr8:18932728-18950973	0.228515	0.175518	0.28658	0.260643	0.315789	0.196282	0.346819	0.170359	0.577061	0.327995	0.270596	0.395402	0.396257	0.210519
Xkr6	chr14:63606529-63820410	0.073607	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0247106	0.0178583	0.0139409
Xkr7	chr2:153031851-153055775	0.001	0.001	0.001	0.001	0.001	0.0514877	0.155962	0.001	0.001	0.001	0.001	0.0460724	0.001	0.0129902
Xkr8	chr4:132724903-132732546	2.8808	1.64842	2.07605	1.60263	1.74635	1.92883	1.46031	1.9243	2.08396	3.146	1.41662	2.49911	1.97192	1.95041
Xkr9	chr1:13668770-13701723	0.001	0.001	0.001	0.0304514	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Xkrx	chrX:134149044-134161928	0.0321829	0.001	0.0470949	0.0593028	0.197029	0.507997	0.0732725	0.001	0.426751	0.0531332	0.100042	0.0649836	0.0312541	0.101752
Xlr	chrX:53783747-53797696	3.94887	4.92222	2.62693	1.39739	2.17596	2.12954	0.001	0.286861	3.63926	2.79908	2.76212	2.1075	0.944652	2.96295
Xlr3a	chrX:73086292-73097095	0.197604	0.183646	0.245294	0.159502	0.0973549	0.301834	0.0820898	0.112789	0.001	0.131475	1.26087	0.179631	0.183482	0.228299
Xlr3b	chrX:73192178-73202930	0.655711	0.349236	0.892733	0.729581	0.361134	1.86306	0.449457	0.579433	0.001	0.206255	2.33909	0.572605	0.985787	1.12864
Xlr3c	chrX:73254539-73265390	0.0516331	0.160302	0.251881	0.162116	0.213302	0.274958	0.0155925	0.252919	0.001	0.045069	0.940945	0.187485	0.124303	0.278725
Xlr4a	chrX:73074344-73082507	0.02876	0.451977	0.242663	0.0859032	0.44298	1.41404	0.294353	0.133578	0.103723	0.001	0.163683	0.338721	0.159311	0.117815
Xlr4b	chrX:73214364-73222453	0.0174799	0.837823	0.536776	0.28317	0.667066	1.52542	0.213729	0.0382142	0.0569043	0.001	0.001	0.0516702	0.13276	0.107689
Xlr4c	chrX:73234075-73243130	0.0185795	0.617792	0.208603	0.0465846	0.0778977	1.09096	0.15062	0.0483187	0.0603685	0.001	0.001	0.001	0.0604322	0.0727175
Xlr5a	chrX:73107634-73117702	0.0197198	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Xlr5b	chrX:73148840-73158399	0.0304961	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Xlr5c	chrX:73285196-73290515	0.137014	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Xpa	chr4:46175221-46196311	10.2729	7.76083	5.79593	6.00278	9.04325	16.8756	10.3905	11.5666	12.3317	9.20151	23.4451	10.4926	9.09937	7.87435
Xpc	chr6:91489306-91515888	5.82228	4.82023	4.56426	4.39955	4.34716	7.21579	5.37762	7.99813	6.22925	5.46464	6.47948	5.18821	5.23327	5.84149
Xpnpep1	chr19:52991179-53038654	22.5672	30.9865	35.1374	19.6913	35.9432	15.7222	31.5546	24.6151	26.6466	31.8827	27.6711	28.4592	27.5277	24.7162
Xpnpep2	chrX:48108724-48136981	0.0522251	0.001	0.0382869	0.001	0.0474352	0.0982537	0.001	0.001	0.115696	0.0263122	0.108293	0.0705287	0.0380729	0.0794241
Xpnpep3	chr15:81400187-81454888	0.964187	1.67872	1.57889	1.48173	0.60069	1.25856	1.16295	0.962569	1.31812	1.19897	2.11647	1.91258	1.57068	1.97155
Xpo1	chr11:23256040-23297597	13.13	31.838	29.8301	17.6318	9.64475	16.8421	8.35954	14.7376	23.2384	13.7374	16.0974	18.3976	5.75183	22.4307
Xpo4	chr14:57582270-57664956	1.98362	3.03763	4.07138	4.00103	1.52131	2.10962	1.50693	3.29841	2.87061	2.74459	2.6598	3.71399	1.52957	4.62507
Xpo5	chr17:46202854-46242299	4.34481	9.03399	11.0189	7.67129	6.15585	5.35867	8.99129	11.6235	7.18254	9.82645	9.11253	9.43904	8.43652	9.13242
Xpo6	chr7:126101718-126200408	5.02643	9.57813	10.8674	12.8913	10.6796	11.3607	8.92466	12.6104	8.23571	7.47367	9.16714	10.461	14.0984	11.9144
Xpo7	chr14:70654245-70766628	3.20781	3.96848	4.25338	3.77977	3.38709	2.80972	3.67091	4.26802	3.79301	3.72522	4.99561	4.31553	3.28787	4.52651
Xpot	chr10:121587379-121626316	8.92281	10.8526	9.8205	6.77638	5.77903	6.58341	5.0914	8.77895	10.9053	9.21693	9.61681	10.5438	8.7433	11.2066
Xpr1	chr1:155275656-155417444	5.30274	5.81494	6.49844	9.66977	6.14846	8.60659	5.37941	11.4565	9.15803	6.22333	7.82567	9.54911	5.41935	11.0697
Xrcc1	chr7:24547149-24573438	13.363	12.1039	12.9444	8.1074	13.6769	15.2958	14.0488	12.3945	14.3113	17.7103	9.41765	15.26	14.8083	10.9291
Xrcc2	chr5:25689815-25705797	1.0311	1.22931	1.17139	0.965384	1.07142	0.668229	0.455384	1.11833	2.14874	1.32215	1.30235	1.44424	1.05435	1.19323
Xrcc3	chr12:111803192-111813841	0.735291	1.31615	0.960704	1.32936	1.00466	2.20793	0.498715	0.781855	2.72986	0.775584	0.280521	2.2064	1.40798	1.97768
Xrcc4	chr13:89848913-90089608	12.1569	15.1878	9.03592	6.21517	6.68551	10.6514	4.17936	8.63658	14.1722	14.7623	13.216	10.5764	4.49118	12.8515
Xrcc5	chr1:72307420-72394953	0.839683	1.96135	1.86723	1.053	1.30109	0.959638	0.636767	2.07067	5.39661	1.61121	2.38223	1.27484	0.62005	1.549
Xrcc6	chr15:82016368-82040084	8.13002	9.23415	13.223	5.11829	8.1506	6.33161	7.48273	8.42271	12.2478	10.6831	14.4569	9.129	7.48856	7.00722
Xrcc6bp1	chr10:126868427-126901371	2.16647	2.30585	2.55404	1.50986	3.08013	1.68079	3.59922	2.79827	4.45397	2.88086	1.31803	2.32544	2.32175	1.72718
Xrn1	chr9:95954759-96053029	2.4072	2.42777	3.42116	5.01147	1.461	2.84512	2.27761	5.38211	3.07468	1.62964	4.47305	4.11808	1.58331	5.75218
Xrn2	chr2:147013059-147077997	18.4887	33.4664	28.6533	14.7615	17.0356	16.4881	13.0937	20.2005	25.829	17.8544	23.3949	20.9358	8.70677	21.7623
Xrra1	chr7:99859217-99917824	0.0353864	0.001	0.0517291	0.0651631	0.042761	0.001	0.001	0.001	0.001	0.001	0.001	0.023777	0.001	0.0268214
Xylb	chr9:119357380-119393797	0.117667	0.422608	0.207209	0.376539	0.613206	0.230365	0.626131	0.384367	0.260936	0.308672	0.219663	0.286455	0.297534	0.179136
Xylt1	chr7:117380978-117667630	0.359914	1.12946	2.06429	3.26223	1.2157	1.26301	1.11577	1.42882	1.32685	1.26715	0.248678	1.152	1.22374	1.20712
Xylt2	chr11:94663846-94677493	9.40192	8.67531	8.45756	9.04983	10.01	14.7117	12.8031	13.3411	7.27637	7.02275	3.68293	8.54616	16.0175	8.09199
Yae1d1	chr13:17986639-17993351	6.41332	6.25574	6.82707	2.17641	1.83675	3.28395	1.23315	3.4924	5.12788	3.72642	5.0488	4.63475	1.3191	5.56373
Yaf2	chr15:93283832-93336935	15.3386	13.3175	11.3215	12.4377	10.4682	9.70635	6.64996	21.1737	14.9856	11.8705	19.4011	12.0868	19.8813	15.9613
Yap1	chr9:7932000-8004596	20.0934	21.6425	22.4455	28.5337	14.5662	22.5193	17.4948	28.6136	21.8423	22.1501	25.3074	23.9121	27.134	26.4669
Yars	chr4:129189794-129219607	11.8433	23.5931	25.1487	12.3943	13.6801	9.94223	15.7047	13.8777	15.1497	18.1762	13.3723	13.9715	12.7673	9.79257
Yars2	chr16:16302964-16309640	4.92948	8.22431	8.63792	3.78814	4.71489	5.12894	3.50087	4.21591	6.37418	5.24071	7.23387	5.28794	4.80819	4.98763
Ybey	chr10:76459566-76469114	0.697914	0.143331	0.527322	0.436916	0.415675	0.617235	0.544703	0.50037	0.398542	0.463402	0.558535	0.38275	0.588477	0.381403
Ybx1	chr4:119277326-119294513	1299.42	559.049	712.594	417.018	1332.47	432.072	891.755	501.005	537.444	621.569	1652.17	484.805	436.075	359.122
Ybx2	chr11:69935898-69941599	0.628615	0.44783	0.364342	0.498816	0.001	0.516668	0.001	0.775524	0.960864	0.560948	0.0649428	0.333064	0.60769	0.30678
Ydjc	chr16:17146966-17148857	0.840755	1.90044	1.32325	0.883988	2.46991	0.740486	1.89942	1.58485	1.66023	1.28074	0.552016	0.955039	1.32731	0.399838
Yeats2	chr16:20141062-20232573	4.03312	6.43362	7.61937	8.26843	3.61791	6.59554	5.84584	8.68456	6.05899	5.98442	4.81142	8.68786	10.0547	9.354
Yeats4	chr10:117215140-117224507	24.8189	19.1648	18.0375	16.8099	23.7518	29.3078	22.1291	20.6024	18.0601	15.2037	33.3801	15.9011	23.4506	13.4858
Yes1	chr5:32611170-32687066	30.2926	32.9016	21.3459	22.824	5.74105	22.3777	5.83957	17.3771	23.6592	21.6629	14.8123	23.1039	6.69781	44.3703
Yif1a	chr19:5088537-5092879	20.6813	22.061	27.4396	13.3832	24.4135	10.6911	30.2037	14.7123	16.6235	22.247	9.17339	15.9954	14.1864	13.1482
Yif1b	chr7:29238322-29247532	48.5585	36.4258	45.7443	29.6465	49.9947	29.8284	67.9389	36.1491	30.7902	34.672	11.8638	27.594	34.6599	18.0913
Yipf1	chr4:107314362-107359823	30.7955	33.5454	36.4186	19.4624	43.3072	24.1558	42.8636	36.3384	49.0585	44.4494	27.9192	34.925	30.5793	28.5164
Yipf2	chr9:21588681-21592831	15.6367	11.6865	13.5167	10.5776	18.1709	15.759	16.997	16.5924	15.113	15.1045	8.39941	16.0097	15.0171	13.158
Yipf3	chr17:46248079-46252537	30.8049	23.9262	25.7061	21.3017	40.482	28.247	48.7986	34.8306	27.0552	35.6666	18.5045	31.6742	34.478	24.9709
Yipf4	chr17:74489492-74500277	35.1194	24.7972	19.1149	14.5446	18.5742	31.7017	10.9748	23.0125	28.0611	22.1725	33.0803	21.6121	19.2626	27.1402
Yipf5	chr18:40204864-40219399	27.8635	23.1224	25.9911	15.1544	19.2037	16.6677	13.2203	20.3646	30.9573	20.3793	29.2669	21.1355	13.2194	20.3801
