tracking_id	Inflammatory 1D NTX (a)	Inflammatory 1D NTX (b)	Inflammatory 2D NTX (a)	Inflammatory 2D NTX (b)	Inflammatory 2D NTX ©	Inflammatory 3D NTX (a)	Inflammatory 3D NTX (b)	Inflammatory 3D NTX ©	Inflammatory 4D NTX	Inflammatory 5D NTX	Inflammatory 6D NTX	Inflammatory 7D NTX (a)	Inflammatory 7D NTX (b)	Inflammatory 10D NTXs
Trim43b	0.001	0.001	0.001	0.0525903	0.001	0.0149668	0.001	0.0235346	0.001	0.0230617	0.001	0.001	0.001	0.0168106
Trim43c	0.001	0.001	0.001	0.001	0.001	0.0172018	0.0523083	0.001	0.001	0.0132515	0.001	0.001	0.001	0.0579484
Trim44	8.80539	6.98605	7.10888	8.92604	6.46945	4.99624	8.32976	8.49107	7.54351	9.84871	20.4367	8.48496	7.80343	8.65906
Trim45	0.0406849	0.179227	0.326987	0.487118	0.260373	0.454112	0.643994	0.480363	0.260556	0.243483	0.001	0.49558	0.45776	0.610256
Trim46	0.353957	0.200616	0.270732	0.129597	0.198967	0.29461	0.11182	0.134996	0.722073	0.189166	0.001	0.923586	2.02258	0.926951
Trim47	14.9103	28.1215	20.2232	21.3654	22.5851	16.8399	24.7012	19.9613	18.52	16.2179	0.001	28.7025	8.8787	14.0633
Trim50	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0385081	0.001	0.001	0.001	0.001	0.001	0.001
Trim52	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.166678
Trim54	0.001	0.001	0.001	0.080378	0.0465958	0.183839	0.001	0.0724628	0.284176	0.0707932	0.001	0.001	0.14556	0.0257882
Trim55	0.001	0.001	0.0709353	0.001	0.001	0.116156	0.294532	0.182917	0.001	0.178946	69.7801	0.001	0.306273	0.001
Trim56	2.01043	2.11513	2.72687	2.45247	0.512358	1.24664	2.74953	3.07639	2.29298	2.00491	0.001	1.73857	1.96688	1.79032
Trim58	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Trim59	4.0816	0.661633	2.47067	1.64393	1.75338	1.09321	2.76552	3.84532	3.36702	3.22908	0.001	1.52358	4.45852	5.56603
Trim6	0.0705983	0.217613	0.283807	0.271839	0.156128	0.0342578	0.285749	0.389718	0.120475	0.290404	0.001	0.215022	0.0405326	0.15402
Trim60	0.001	0.001	0.001	0.0637737	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Trim61	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Trim62	0.724482	1.07022	1.67424	1.53041	1.15237	2.48223	3.10733	2.59813	2.72948	2.13591	0.001	2.94139	2.15473	1.6969
Trim63	0.150163	0.001	0.001	0.001	0.001	0.109461	0.0554927	0.172309	0.001	0.168639	0.001	0.001	0.0577069	0.0204835
Trim65	0.985641	3.15868	1.03989	0.880857	0.947253	1.39185	2.93739	3.58583	3.0041	1.69256	0.001	1.546	3.46723	2.73703
Trim66	0.0144045	0.00633364	0.001	0.001	0.0212313	0.0279639	0.0211738	0.0109479	0.001	0.001	0.001	0.0292671	0.001	0.00785967
Trim67	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0114278	0.00407855
Trim68	0.406769	0.640762	0.829217	0.942527	0.686246	0.761984	0.878835	1.1313	0.99426	0.695792	0.001	1.76854	1.58281	1.10954
Trim69	2.18995	0.001	0.505526	0.414469	0.159844	0.0788502	0.329931	0.0931382	0.765322	0.242944	0.001	0.328889	0.218323	0.331941
Trim7	0.21511	0.166631	0.382327	0.228386	0.21227	0.313986	0.438768	0.578169	1.57326	1.20894	0.001	1.1983	3.19314	2.80319
Trim71	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Trim72	0.112041	0.0247051	0.0499701	0.0478332	0.001	0.0544095	0.103298	0.235173	0.191655	0.293447	0.001	0.001	0.0429739	0.106962
Trim75	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0150713
Trim8	14.7494	34.8224	20.2988	19.9778	24.1293	19.6004	26.7224	29.443	29.4771	23.9522	0.001	15.5254	15.7245	30.61
Trim9	0.001	0.0132927	0.001	0.001	0.001	0.014651	0.0222131	0.0114898	0.001	0.0225821	0.001	0.0613263	0.0231071	0.001
Triml1	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Triml2	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Trio	6.11565	7.04192	5.70769	4.84454	4.19437	2.43395	6.11374	5.13727	3.62125	4.20431	0.001	1.87802	3.43303	4.53856
Triobp	7.51656	16.862	14.5044	12.8993	10.6562	15.8516	17.2769	14.5794	25.1778	10.3992	0.001	18.436	21.358	19.2743
Trip10	8.76195	7.35989	7.22433	7.1234	6.90375	7.88808	7.29882	6.41584	6.9789	6.37815	52.9977	10.2126	8.78394	7.21401
Trip11	3.39518	1.71069	2.94428	2.25709	1.72782	0.758439	3.11445	4.93452	2.20841	3.69203	0.001	0.543412	1.03021	1.52045
Trip12	30.401	12.9097	25.3682	27.7341	17.5339	12.7537	23.7266	31.3815	16.6598	27.4913	11.7238	14.2914	12.4714	14.8644
Trip13	0.737767	0.515351	1.26083	2.15111	1.81546	1.43339	3.38031	2.25392	2.26254	1.74852	0.001	1.87092	2.0527	1.72737
Trip4	5.70593	2.45428	4.69578	5.06823	4.26896	2.46792	3.00481	3.93877	2.9039	4.27815	0.001	3.50376	3.52363	2.64892
Trip6	1.53915	1.50314	2.16384	1.86279	1.67625	2.48066	1.67753	1.79839	2.18883	2.06243	0.001	6.24107	4.23635	3.40366
Triqk	0.0968062	0.001	0.344386	0.164629	0.143207	0.0470824	0.215158	0.482419	0.0416428	0.9417	0.001	0.589161	0.001	0.105546
Trit1	3.61608	3.01152	3.52671	2.21099	2.78804	4.17664	3.90521	5.00654	7.27547	4.74975	0.001	5.39706	8.27967	7.98472
Trmt1	13.3584	22.3795	14.4176	14.5457	15.1639	18.7332	14.7335	15.8668	20.5578	18.4936	0.001	18.0426	18.3936	16.0261
Trmt10a	0.754542	0.362437	0.704753	0.909853	0.74721	0.319529	0.454271	0.535281	0.497428	0.61561	0.001	0.557139	0.420035	0.511294
Trmt10b	1.94737	1.84207	2.16919	3.14303	2.26009	3.31156	2.2604	3.137	3.39596	2.60317	0.001	3.66755	3.52604	2.4665
Trmt10c	7.99412	1.39192	3.76537	3.99507	4.73274	1.9052	1.84675	4.0582	2.17479	4.66174	0.001	4.83178	3.10221	4.19418
Trmt11	4.24109	1.55893	1.57594	2.01122	1.85508	1.31597	0.999571	2.29373	1.58751	1.67512	0.001	1.19511	1.53677	1.76741
Trmt112	46.3167	102.326	53.7058	59.7641	69.2585	78.8557	62.0828	52.916	83.1857	52.621	0.001	83.2049	71.6076	66.9398
Trmt12	0.162889	0.731476	0.523959	0.250952	0.400196	1.59649	0.934733	1.19026	1.11152	0.779627	0.001	1.38924	1.03467	0.506381
Trmt13	1.25197	0.68476	0.732351	0.775123	0.764121	0.377191	0.349775	0.77319	0.903297	0.678192	0.001	0.963998	1.37258	1.25982
Trmt1l	4.96299	5.72073	3.87482	5.2111	5.7725	5.09562	4.80224	8.18367	7.49098	5.26074	0.001	6.60965	7.11549	10.3217
Trmt2a	6.11949	10.8052	8.82825	9.13294	7.24998	9.84127	10.0272	7.2979	10.8444	8.31028	0.001	11.2629	10.7116	9.25461
Trmt2b	4.80328	5.75432	8.32128	6.65723	3.95972	7.52559	6.66507	8.68204	8.88909	8.56678	0.001	7.91306	11.3429	7.38947
Trmt44	0.928679	1.19539	1.40394	1.77258	1.35166	1.71593	1.32749	1.26469	1.23435	1.06857	0.001	1.59554	1.51758	0.925358
Trmt5	3.4362	2.96136	4.12892	4.02196	5.16487	4.09283	4.38615	4.80345	4.82929	2.1874	0.001	2.78624	3.66846	2.883
Trmt6	8.12975	8.60431	6.69078	10.3994	9.31331	6.16853	7.73155	6.29265	6.21937	7.21151	0.001	7.60781	8.65734	6.10761
Trmt61a	5.03676	6.30063	5.58192	5.97594	3.75284	3.31432	3.29981	1.36644	3.44935	2.56388	0.001	3.44092	3.258	2.39673
Trmt61b	12.001	2.23209	12.3033	10.2235	8.08327	2.69859	3.86955	5.28375	2.64901	6.03438	0.001	5.69172	4.74189	7.2842
Trmu	1.90685	2.74078	2.96813	3.6487	2.25649	4.6368	2.89556	1.974	3.48158	2.78542	0.001	2.31854	6.09471	2.8358
Trnau1ap	24.0883	29.9122	23.3842	15.1907	26.5819	21.5732	15.6785	11.443	16.69	15.6547	0.001	30.3356	22.1947	15.5991
Trnp1	0.347079	0.421857	0.386131	0.812417	0.513157	0.253112	0.57792	0.265879	0.558594	0.324922	0.001	0.351775	0.300463	0.449827
Trnt1	9.70421	2.00642	5.53536	6.63098	4.61309	1.82179	1.50813	5.83396	2.47706	7.29627	0.001	2.93227	2.1039	4.01333
Tro	0.001	0.001	0.001	0.001	0.019697	0.00972697	0.0306959	0.0317612	0.0170829	0.044983	0.001	0.001	0.001	0.001
Troap	0.248948	0.192231	0.776982	1.0015	0.5449	1.2331	3.09819	1.37181	1.94473	0.598462	0.001	0.757613	1.23594	1.3622
Trove2	0.846325	0.299036	0.648999	0.958925	0.912534	0.329763	1.05427	1.63014	0.939137	1.90918	0.001	0.552722	0.415639	0.469737
Trp53	24.6282	35.0945	20.4876	17.3056	19.2156	29.723	28.9702	25.8886	48.3787	21.1836	0.001	32.9099	45.6442	35.0412
Trp53bp1	4.81448	3.43584	4.35263	4.55322	3.65911	4.05449	4.62461	4.9988	3.81482	3.82957	117.787	3.44616	5.04686	4.32578
Trp53bp2	10.2372	6.18447	7.99447	6.07932	5.22611	3.40066	4.86171	4.65559	4.87631	5.8853	0.001	4.43259	4.84565	10.1688
Trp53i11	1.50104	1.98527	2.49394	1.14958	1.17117	3.21687	2.67113	1.26358	4.53542	1.23931	0.001	17.1217	10.3785	10.1647
Trp53i13	2.25865	3.47545	4.39676	4.84178	3.39632	2.98287	4.78656	3.55161	6.01539	6.44766	0.001	10.0222	4.27135	4.10939
Trp53inp1	3.57628	0.84274	3.37384	2.93545	3.61348	1.5476	4.06902	13.0556	4.34722	8.13871	0.001	3.56676	5.02762	9.36378
Trp53inp2	15.8454	15.766	19.396	19.1069	21.2449	16.5423	22.5369	18.3693	16.3566	18.9044	0.001	13.3017	11.8266	19.3138
Trp53rk	0.319527	0.651915	0.539368	0.468935	0.563165	0.632394	0.761022	0.754544	0.702825	0.470304	0.001	0.875496	0.568513	0.486834
Trp53tg5	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Trp63	0.001	0.001	0.001	0.001	0.0407308	0.001	0.001	0.001	0.0356902	0.001	0.001	0.001	0.0334817	0.023868
Trp73	0.001	0.0396699	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0303856	0.0361106
Trpa1	0.001	0.001	0.001	0.001	0.001	0.0153049	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Trpc1	0.0907992	0.001	0.001	0.11642	0.001	0.001	0.001	0.001	0.0387821	0.135855	0.001	0.184305	0.001	0.12382
Trpc2	0.194634	0.342753	0.34782	0.360945	0.175334	0.487918	0.429569	0.370365	0.954581	0.606484	0.001	0.461109	0.831639	0.911136
Trpc3	0.146516	0.001	0.001	0.0626759	0.001	0.001	0.0673994	0.013947	0.0156291	0.0273959	0.001	0.148742	0.140218	0.0199781
Trpc4	0.001	0.001	0.001	0.001	0.0207911	0.001	0.0155727	0.001	0.0361153	0.001	0.001	0.001	0.0485988	0.0115335
Trpc4ap	41.3053	49.0856	47.2757	53.7371	45.1535	53.704	56.0446	47.823	60.1275	52.8362	0.001	50.5796	47.4862	42.5799
Trpc5	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Trpc6	0.001	0.001	0.001	0.001	0.001	0.020277	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0341804
Trpc7	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	35.2483	0.001	0.001	0.001
Trpd52l3	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Trpm1	0.11689	0.001	0.125416	0.0801132	0.14926	0.0793743	0.103093	0.142203	0.0298794	0.052437	0.001	0.0949743	0.220428	0.0701197
Trpm2	2.30384	2.20199	2.36897	2.23914	2.34246	3.06138	3.11142	2.52946	3.33666	2.71223	0.001	2.10071	2.89036	3.19519
Trpm3	0.0741188	0.0455831	0.001	0.0317041	0.0182144	0.0359684	0.0700789	0.0422551	0.001	0.0831645	0.001	0.105197	0.20222	0.0803527
Trpm4	1.93271	2.90122	1.72702	2.71208	1.97711	2.69019	3.06494	2.02559	2.76982	2.70114	0.001	3.47441	1.69717	2.53152
Trpm5	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0392035	0.0229186	0.001	0.001	0.001	0.025072
Trpm6	0.001	0.001	0.0182251	0.0174643	0.001	0.0197669	0.00748652	0.0077448	0.0781119	0.0152355	0.001	0.0413993	0.109038	0.0444527
Trpm7	11.558	2.68017	5.30145	5.86006	4.97465	0.979507	4.07542	8.56504	3.50194	8.44715	0.001	2.44596	2.08878	3.56065
Trpm8	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Trps1	5.42321	3.69244	3.28506	3.15969	2.20037	1.34282	2.80398	5.23852	2.43921	3.63959	0.001	1.85845	1.74147	2.9045
Trpt1	0.791477	1.98879	0.706455	1.00594	1.66132	0.578165	1.12819	1.16834	1.13827	1.38478	0.001	2.54489	2.24343	1.44038
Trpv1	0.001	0.001	0.001	0.001	0.001	0.001	0.0809448	0.001	0.001	0.001	0.001	0.222719	0.001	0.001
Trpv2	33.6861	49.3064	51.8711	48.2526	40.0931	57.9707	51.0684	33.5653	48.8897	39.0771	0.001	30.2272	42.9526	28.0268
Trpv3	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Trpv4	1.64685	2.5301	1.80979	3.43012	3.19706	2.04959	3.15653	3.90966	4.03857	3.15875	0.001	6.34339	2.28051	5.03262
Trpv5	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Trpv6	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0179256	0.001
Trrap	2.84619	4.93966	3.33674	4.30658	3.0875	3.40634	6.04716	5.19872	4.54373	4.30165	0.001	2.81721	7.30596	6.43969
Trub1	0.586067	1.09942	0.84942	0.871015	0.963235	0.959082	1.08295	0.647955	0.608709	1.33986	0.001	0.945004	1.11716	1.3351
Trub2	4.55468	7.0076	5.66348	5.9733	4.20264	5.67361	5.61508	4.66143	5.77524	4.28472	0.001	7.2882	7.4083	4.1703
Try10	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.046096	0.001
Try4	0.001	0.001	0.001	0.001	0.001	0.198784	0.001	0.001	0.001	0.001	0.001	0.001	1.08316	0.0278032
Try5	0.202912	0.001	0.001	0.170692	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.409762	0.421342	0.0277158
Tsacc	1.22248	0.184356	1.41792	1.67958	1.43105	2.00505	2.6556	1.29756	1.0898	2.46255	0.001	4.0876	1.29621	1.7842
Tsc1	3.39872	2.79304	2.85596	2.86944	2.19955	2.10593	3.61202	2.99965	2.45538	3.00263	0.001	2.16221	2.80684	3.34631
Tsc2	7.14557	14.2648	9.51416	10.7332	8.10407	13.5377	14.9862	9.71334	10.2587	8.41075	133.06	6.59456	10.0032	8.86317
Tsc22d1	22.7853	9.96973	13.583	17.5996	16.7279	11.8189	15.809	14.3354	20.4691	41.042	506.36	61.8842	33.1648	30.5921
Tsc22d2	5.73037	3.05112	3.81836	3.28849	4.71767	1.54123	3.83522	3.0095	2.87718	5.10889	0.001	2.15277	2.38832	9.08532
Tsc22d3	71.6672	52.7171	76.1572	63.0188	48.039	83.067	54.0986	111.584	73.5361	136.367	0.001	137.629	168.758	201.909
Tsc22d4	19.1404	57.2375	39.7363	39.3396	38.5676	47.6623	46.5965	45.3526	62.1745	38.0876	0.001	35.9417	44.1524	42.3006
Tsen15	2.8045	3.02052	3.90913	7.24048	6.33471	7.80485	5.66222	6.22385	6.56978	5.50784	0.001	6.75741	6.71159	6.23401
Tsen2	2.08789	3.08642	3.0032	3.14628	3.56061	3.98129	3.50378	2.21289	2.72064	3.12682	0.001	3.41911	2.96416	2.30048
Tsen34	6.67222	9.89577	13.0281	14.5391	13.1829	20.7635	20.7369	13.4288	16.6037	16.9044	0.001	34.2872	15.4736	10.685
Tsen54	6.1499	7.70346	4.4601	6.2182	5.03551	5.87224	4.86064	2.62472	3.64571	3.58681	0.001	3.91577	5.90632	3.97975
Tsfm	8.65231	14.7211	11.969	13.8058	10.9356	6.38126	8.08659	5.53367	6.85839	7.82252	0.001	10.3033	5.65312	6.73802
Tsg101	35.8103	33.2772	42.8002	42.0003	45.0918	43.6234	43.2359	43.6244	39.162	35.4602	0.001	31.748	30.0927	30.0922
Tsga10	1.71813	0.334411	0.963434	0.85433	0.451754	0.310276	0.441293	1.87206	0.511664	1.52426	0.001	0.56783	0.21421	0.501256
Tsga13	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Tsga14	0.884511	0.708413	1.11302	1.68486	0.968431	1.15127	1.64298	1.45494	1.08121	1.50367	0.001	0.816224	1.17011	1.09647
Tsga8	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Tshb	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Tshr	0.001	0.0274448	0.001	0.001	0.001	0.001	0.001	0.0593108	0.186956	0.001	0.001	0.001	0.047705	0.144508
Tshz1	0.732342	1.27871	0.736673	0.843121	1.01155	0.67711	1.85013	2.3229	3.15883	1.43729	0.001	1.76654	2.16091	3.18876
Tshz2	0.600925	0.402407	0.210204	0.201394	0.385008	0.430912	0.307333	0.218592	0.36744	0.371181	0.001	3.50239	0.39964	0.292097
Tshz3	0.213813	0.0235233	0.119454	0.0686674	0.183799	0.142614	0.127727	0.0609881	0.159471	0.179859	0.001	0.162849	0.889213	0.459132
Tsix	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Tsks	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.099843	0.001	0.001	0.31481	0.0298401	0.001
Tsku	0.55073	0.218569	0.393312	0.340471	0.298045	0.936535	0.54858	0.757111	0.851991	1.19571	0.001	1.22929	0.528276	0.360676
Tslp	0.399614	0.412859	0.354472	0.001	0.197448	0.389235	0.939765	1.07597	1.72198	1.09702	0.001	7.5373	1.23441	4.10258
Tsn	19.7882	19.4806	21.9209	32.0238	27.0007	17.9451	22.9766	21.9406	23.8179	20.624	194.884	21.544	20.0907	16.9389
Tsnax	17.4754	16.3119	15.8964	21.9066	18.0549	10.9683	16.1046	15.0925	16.7133	17.4226	50.519	20.9679	16.482	16.6123
Tsnaxip1	0.001	0.001	0.001	0.107836	0.001	0.001	0.001	0.0724115	0.001	0.001	0.001	0.001	0.001	0.017238
Tspan1	0.07155	0.001	0.001	0.001	0.0352329	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Tspan10	0.001	0.001	0.001	0.001	0.0335022	0.0991815	0.0251281	0.0520131	0.001	0.050938	0.001	0.001	0.182925	0.0742536
Tspan11	0.0958974	0.0562903	0.142816	0.0273614	0.251305	0.325699	0.105821	0.133813	0.20448	0.262957	0.001	0.843868	0.0611545	0.001
Tspan12	1.11174	0.0735396	0.19834	0.332256	0.49227	0.134969	0.143491	0.127277	0.356555	0.499154	0.001	3.271	0.83147	0.106134
Tspan13	15.4355	18.3049	14.4058	9.89838	11.33	35.9674	38.293	71.8747	62.7417	35.7135	0.001	88.3916	65.6346	49.3689
Tspan14	43.5085	50.1876	45.7935	57.6353	44.7935	46.711	51.6209	54.2091	47.9021	48.837	48.63	55.1488	34.877	42.5888
Tspan15	0.0751527	0.165492	0.0671258	0.0642906	0.406318	0.310002	0.373408	0.414971	0.561226	0.702629	32.4925	3.73832	0.661745	0.12297
Tspan17	6.03702	10.2671	9.33669	11.3768	9.79874	13.8205	12.4146	11.9616	14.3601	15.7228	0.001	24.6582	7.54469	7.98311
Tspan18	0.180235	0.158739	0.001	0.001	0.194874	0.244892	0.159178	0.164694	0.308363	0.269602	0.001	3.87911	0.165578	0.0688118
Tspan2	1.12666	0.34734	0.266461	0.283601	0.47262	0.209018	0.37146	0.28824	0.72151	0.470853	0.001	3.26881	1.58471	1.71129
Tspan3	63.6939	20.7332	43.7611	49.8761	52.1429	17.7497	38.468	39.2806	37.4226	40.7682	0.001	46.2252	21.7001	25.4925
Tspan31	56.4391	82.75	75.9765	77.1115	72.8926	95.1506	94.8119	79.8929	81.8272	68.331	0.001	81.8897	43.6774	42.9015
Tspan32	4.59516	5.24066	3.92618	5.84839	4.29779	2.36024	5.37088	6.13844	6.81716	2.33272	0.001	8.48255	18.8037	13.632
Tspan33	0.936368	1.43106	2.31029	2.21043	1.06408	3.39493	3.19311	1.23932	7.99272	3.72068	0.001	6.13521	9.38068	4.04789
Tspan4	15.4954	11.2402	40.9304	56.9557	32.6637	32.7527	56.9015	38.3577	43.2998	66.5413	100.106	96.579	7.85414	12.9858
Tspan5	5.07222	7.9353	5.18113	8.2324	7.18544	7.17734	10.6218	6.9121	8.0393	8.07095	0.001	6.19532	8.562	9.64813
Tspan6	1.4554	0.142886	0.359968	0.482047	0.99589	1.13974	0.418588	0.433273	0.624197	1.69528	0.001	10.8195	2.14526	0.419143
Tspan7	10.0379	8.7626	3.36072	0.820768	9.53451	5.23032	6.29493	1.84408	5.82011	2.22486	140.715	73.4294	12.0419	1.57747
Tspan8	0.001	0.001	0.001	0.001	0.0524336	0.001	0.001	0.001	0.0457166	0.001	0.001	0.215294	0.0819605	0.0580188
Tspan9	1.27035	1.30012	0.429435	0.558242	1.02921	1.53271	0.833717	0.666548	2.31404	1.1555	88.9777	11.2243	2.36522	0.627313
Tspo	248.245	379.374	407.268	348.139	328.887	315.475	297.053	240.377	295.733	216.573	169.236	325.7	214.91	152.343
Tspo2	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.130081	0.137353
Tspy-ps	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Tspyl1	13.6343	13.0568	14.809	18.104	17.0044	15.1738	16.7327	24.3265	20.6903	19.8298	0.001	18.5503	22.1018	27.0759
Tspyl2	7.77575	6.48168	6.27185	6.43061	6.47207	5.25142	4.83122	4.06784	5.34644	5.48212	86.5261	4.65337	7.03109	9.10858
Tspyl3	1.73406	2.80165	1.54807	1.82447	1.63966	1.96405	1.70318	1.60983	2.81036	2.16204	0.001	2.25635	4.85472	1.79471
Tspyl4	0.899846	0.990556	0.556552	1.4512	0.765361	0.688546	0.980509	1.26479	0.620084	1.06125	0.001	0.843304	1.25837	0.679542
Tspyl5	0.0336284	0.001	0.001	0.001	0.001	0.0652686	0.001	0.001	0.001	0.0251497	0.001	0.0682855	0.0386076	0.001
Tsr1	7.42639	3.94325	4.15842	5.5274	2.94024	2.0262	2.74881	2.40072	3.23856	3.33296	104.216	2.11889	3.72008	3.31713
Tsr2	2.45452	2.25763	2.36117	2.95267	1.87712	2.62873	2.00514	2.03556	2.56152	2.04897	0.001	4.40939	3.33667	2.65166
Tsr3	4.77405	8.90942	8.3858	8.84061	8.86565	10.7655	9.75707	4.97931	9.84348	8.00596	0.001	13.4802	14.1704	7.07042
Tssc1	11.4226	15.6295	17.3984	19.4496	14.3847	20.4431	17.5911	11.0809	21.0203	11.0889	0.001	14.5797	12.9539	9.95004
Tssc4	6.22757	9.76183	8.21163	10.9602	6.04192	8.68145	7.3831	5.56798	9.19488	7.87088	0.001	17.6031	10.4815	7.66635
Tssk1	0.001	0.001	0.0893162	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0774064	0.001
Tssk2	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.213971	0.001	0.0288247
Tssk3	0.148586	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.230118	0.0405678
Tssk4	0.001	0.318832	0.001	0.101599	0.001	0.0582989	0.222452	0.138198	0.132779	0.0771219	0.001	0.001	0.0924897	0.255233
Tssk5	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001
Tssk6	0.001	0.652845	0.402945	0.866379	0.559709	0.33113	0.925842	0.479309	1.02525	0.934903	0.001	0.918702	0.656253	0.835667
Tst	0.277409	0.492287	2.95169	3.40575	3.90758	6.48623	5.05834	2.13823	2.57532	4.68107	0.001	7.85923	3.21897	3.33221
Tsta3	19.8199	28.4735	31.4126	31.6918	26.2331	36.4983	29.2926	21.5464	26.6623	24.7284	0.001	21.6677	24.1103	12.9854
Tstd1	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.52693	0.442607	0.251718	0.001	0.001	0.263505	1.18716
Tstd2	4.57898	4.28164	4.35587	5.21766	3.59485	5.39221	6.44544	7.14499	7.03353	4.17048	0.001	7.37039	4.43784	6.21377
Tstd3	5.90553	3.61511	10.3472	10.0491	11.9579	8.48215	8.50915	9.57447	7.56817	8.98271	0.001	9.39129	7.86843	5.62748
Tsx	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.001	0.0542376
Ttbk1	0.001	0.001	0.0170199	0.001	0.001	0.001	0.001	0.001	0.0324123	0.014226	0.001	0.0386595	0.0145433	0.0311313
Ttbk2	0.505616	0.352748	0.578051	0.69246	0.45196	0.420305	0.684972	0.920123	0.640995	0.959948	0.001	0.587093	0.329299	0.718583
Ttc1	28.6502	19.5791	31.7255	30.2408	26.8048	24.2035	21.0108	20.8524	22.6192	27.5769	0.001	22.1033	15.7156	19.9774
Ttc12	0.596885	1.26508	0.799716	1.62763	2.10859	2.17245	2.66358	1.94618	1.63965	2.00896	0.001	1.5906	0.785489	1.13944
Ttc13	7.08115	4.3052	7.24172	10.0376	6.76529	6.09148	6.83429	6.26031	7.88613	9.32067	0.001	7.27779	6.12987	5.96488
Ttc14	2.08043	0.746924	0.782524	0.768	1.15679	0.331987	0.483156	1.00797	0.405621	1.26357	0.001	0.368615	0.965488	0.954108
Ttc16	0.103025	0.0227097	0.001	0.0880087	0.0253381	0.0250114	0.0189878	0.001	0.001	0.038543	0.001	0.001	0.0592466	0.0843003
Ttc17	7.68162	8.34342	8.06612	8.5026	6.38539	7.94927	7.68993	8.01143	9.50072	9.12953	0.001	5.33857	7.22859	8.62562
Ttc18	0.001	0.001	0.001	0.001	0.001	0.001	0.0280958	0.0284415	0.001	0.001	0.001	0.001	0.0730739	0.001
Ttc19	4.89071	2.48725	2.06485	2.58206	3.20945	1.11818	1.29164	1.7737	1.57686	2.05018	0.001	1.29033	2.37292	2.15802
