SPOT	Gene Symbol	0h	0.5h	3h	6h	12h
18274		-0.095	1.919	0.551	0.091	-1.662
18275		0.071		-0.308	-0.213	0.07
18276	MGC10744	0.078	-0.43	-0.085	-0.177	-0.089
18277		-0.163	-0.377	-0.16	-0.202	-0.297
18278		-0.03	-1.807	0.126	0.394	0.183
18279	ACOX1	-0.21	-0.93	0.048	0.104	0.205
18280		-0.233	-0.352	-0.391	-0.195	-0.29
18281		-0.283	-0.727	-0.425	-0.411	-0.259
18282	GAB1	0.002		-0.214	0.149	0.01
18283		-0.356	-0.376	-0.143	-0.332	-0.332
18284		-0.248	-0.095	-0.199	-0.072	-0.415
18285		0.516	-0.534	-0.416	-0.292	-0.562
18286		0.171	0.275	0.272	0.515	0.068
18287		-0.146	-0.203	-0.421	-0.586	-0.411
18288		0	-0.035	0.286	0.216	0.113
18289		-0.089	-0.219	-0.115	-0.156	-0.897
18290	FLJ39514	-0.024	0.425	0.109	-0.138	-0.281
18291	DKFZP434B168	0.038	0.419	0.145	0.209	-0.205
18292	MPHOSPH1	-0.166	-0.255	-0.592	-0.12	-0.394
18293		0.281	0.087	-0.009	-0.037	-0.145
18294		-0.147	0.122	-0.595	-1.147	-0.524
18295	FLJ20701	-0.002	-0.301	-0.128	-0.053	-0.414
18296		-0.149	0.037	-0.231	-0.078	-0.146
18297		0.187	0.093	0.042	0.205	0.071
18298		-0.395	-0.699	-0.766	-0.143	-0.537
18299		0.184	-0.172	-0.24	-0.074	0.051
18300	FBXO9	0.186	0.378	0.224	0.341	0.347
18301	NPHP1	-0.097	0.153	-0.156	0.02	-0.095
18302	KIAA0937	-0.648	-0.384	-0.648	-0.663	-0.685
18303	FLOT1	0.188	-0.175	-0.255	-0.327	-0.211
18304	JAM3	-0.389		-0.602	-0.758	-0.747
18305	SSI-1	-0.467	-0.531	-0.47	-0.36	-0.539
18306	8-Sep	-0.471	-1.415	-0.564	-0.485	-0.604
18307	MRPL35	0.069	-0.011	0.082	0.17	-0.09
18308	FLJ10613	-0.006	0.121	0.134	0.02	-0.191
18309		-0.504	-0.523	-0.294	-0.114	-0.22
18310	KIF13B	-0.013	0.114	0.178	0.073	-0.048
18311	FLJ31235	-0.036	0.13	1.045	-0.186	-0.171
18312	MGC4276	0.052	0.181	-0.158	-0.021	-0.025
18313	SERHL	0.063	0.081	-0.162	-0.114	-0.375
18314	GABARAPL2	0.288	-0.07	-0.082	-0.009	-0.018
18315		0.246	-0.219	-0.265	-0.352	-0.314
18316	LOC91272	-0.01	-0.138	-0.247	-0.423	-0.482
18317	MAPKBP1	0.105	0.223	0.058	0.254	0.159
18318	ACINUS	0.085	0.122	0.061	0.108	-0.063
18319	KIAA1671	-0.18	0.295	0.191	0.144	0.274
18320	MAG	-0.135	-0.052	-0.146	-0.202	-0.332
18321		0.026	-0.124	-0.352	-0.361	-0.494
18322		0.084	0.016	-0.332	-0.319	-0.255
18323		0.026	-0.225	-0.222	-0.181	0.2
18324	MBC2	0.024	0.326	0.471	0.722	0.586
18325		0.155	0.436	0.165	1.08	0.175
18326	COX7A2	-0.191	-0.622	-0.561	-0.749	-1.038
18327		-0.159	-0.385	-0.223	-0.107	-0.143
18328		0.15	-0.135	-0.226	-0.149	-0.1
18329	FLJ10989	-0.016	-0.029	-0.21	-0.152	-0.265
18330		-0.257	0.034	-0.128	-0.298	-0.512
18331	SKI	0.547	0.291	0.29	0.152	-0.157
18332		-0.137	0.415	-0.311	-0.346	-0.253
18333	CNOT4	0.051	0.088	0.268	0.263	0.001
18334	BLAME	-0.353		-0.174	-0.191	-0.284
18335		-0.276	-1.074	-0.167	-0.306	-0.384
18336		-0.292	-0.455	-0.043	-0.16	-0.36
18337		-0.3	-0.363	-0.267	-0.51	-0.204
18338	ZD52F10	-0.004	0.021	-0.035	-0.131	-0.174
18339		-0.286	0.071	-0.177	-0.306	-0.28
18340		-0.34	-0.176	-0.043	0.389	-0.082
18341	RAMP1	0.02	-0.082	-0.493	-0.557	-0.475
18342		0.59	-0.126	-0.567	-0.465	-0.523
18343		1.413	-0.303	-0.391	-0.316	-0.069
18344	GDF11	0.466	0.05	-0.045	-0.112	-0.098
18345		1.29	-0.509	-0.245	-0.061	-0.269
18346	USP1	0.364	0.448	0.279	0.078	-0.666
18347	ECM2	0.639	-0.154	-0.307	0.102	-0.323
18348	ENAH	0.32	0.158	0.022	0.343	0.318
18349		0.076	0.049	-0.004	0.134	-0.249
18350		-0.039	-0.247	-0.441	-0.38	-0.169
18351	FLJ36874	0.291	0.605	0.502	0.622	0.149
18352	NTN4	0.161	-0.338	0.374	0.936	0.95
18353	KIAA1892	0.431	0.372	0.222	0.454	0.073
18354	FLJ20280	-0.124	0.09	-0.279	-0.288	-0.187
18355	C20orf155	0.15	0.187	0.061	0.116	-0.049
18356		0.082	0.369	0.157	0.283	-0.001
18357		0.031	-0.117	-0.277	-0.5	-0.475
18358	LOC56932	-0.304	-0.368	-0.402	-0.259	-0.501
18359	GATA2	-0.119		-0.022	-0.039	-0.393
18360		0.01	-0.652	0.721	0.785	0.293
18361		0.045	-0.152	-0.258	0.017	-0.197
18362	ZBRK1	0.465		0.317	0.439	0.296
18363		-0.275	-0.764	-0.439	-0.179	-0.557
18364		0.008	-0.099	-0.199	0.37	0.079
18365	CAC-1	0.057	-0.175	-0.141	-0.125	-0.243
18366	FLJ23399	0.148	0.094	0.294	0.749	-0.002
18367		-0.041	-0.138	-0.299	-0.17	-0.196
18368	FLJ10206	-0.102	-0.001	-0.44	0.038	-0.02
18369	KIAA1959	-0.168	0.231	0.611	0.217	-0.304
18370		0.091	0.261	0.954	0.795	0.3
18371	GPR	-0.16	-0.202	-0.44	0.008	-0.001
18372	NT5C3	-0.215	0.127	0.043	-0.031	-0.179
18373	SRP46	0.001	0.295	0.211	-0.026	-0.307
18374	DBY	0.027	0.453	0.585	0.28	-0.019
18375	PRDM2	0.111	0.241	0.218	0.158	-0.138
18376	ENDOGL1	0.128	0.157	-0.129	0.071	-0.226
18377		0.16	0.096	-0.458	-0.558	-0.584
18378		-0.053	-0.39	-0.42	-0.294	-0.314
18379	TSARG2	0.161	-0.533	-0.59	-0.26	-0.411
18380		-0.261	0.073	-0.06	-0.262	-0.089
18381		-0.181	0.066	-0.089	-0.317	-0.075
18382	MGC17791	-0.288	-0.212	-0.31	-0.332	-0.219
18383		-0.257	-0.369	-0.385	-0.43	-0.696
18384		-0.125	0.174	-0.114	-0.212	-0.085
18385	ABI-2	0.036	0.406	0.268	0.162	-0.221
18386	GSTM5	-0.218	-0.155	-0.396	-0.288	-0.681
18387		0.022		-0.087	-0.163	-0.165
18388	BACE	-0.145	0.206	-0.068	0.068	-0.318
18389		0.031	0.059	-0.079	0.219	0.215
18390	LOC51128	0.029	-0.188	-0.088	0.279	0.277
18391	FXR1	-0.172	-0.175	-0.213	-0.101	-0.259
18392	OPN3	0.321	0.133	-0.371	-1.381	-1.419
18393	CLDN1	0.012	0.086	0.045	0.157	0.04
18394		-0.036	-0.005	-0.106	0.105	0.179
18395	PSMD11	0.014	0.593	0.535	0.455	0.198
18396	LOC157378	-0.175	-0.006	0.387	0.966	0.128
18397	PMM1	0.023	-0.154	-0.323	-0.508	-0.296
18398		-0.082	0.208	0.026	-0.07	-0.02
18399	PDE6A	-0.125	-0.008	-0.163	-0.069	-0.134
18400	PNMT	0.036	0.128	-0.213	-0.031	0.033
18401	PPIB	0.051	0.335	0.206	0.282	0.28
18402	PAX6	-0.196	-0.312	-0.304	-0.056	-0.532
18403	MAOB	0.603	0.01	0.182	0.393	-0.04
18404	CA5A	-0.094	-0.351	-0.109	-0.142	-0.08
18405	MAP4	0.017	-0.086	-0.002	0.266	0.074
18406	MAPK7	-0.037	-0.197	-0.156	-0.081	-0.155
18407	MVK	0.094	-0.019	-0.095	0.111	-0.114
18408	MMP15	0.455	-0.205	-0.21	-0.45	-0.119
18409	AQP5	0.092	0.01	0.057	0.129	-0.104
18410	APM2	-0.164	-0.166	-0.168	-0.329	-0.43
18411	C22orf19	0.05	0.233	0.139	0.18	0.055
18412	NR5A2	-0.332	-0.175	0.051	0.758	0.108
18413	FLJ22678	0.053	0.774	1.191	1.146	0.76
18414	AIF1	-0.72	-0.395	-0.585	-0.962	-1.032
18415	MAPKAPK3	-0.007		0.371	0.187	0.283
18416	MAP2K6	0.152	-0.379	0.197	0.058	0.012
18417	JAG1	-0.033	-0.322	0.148	-0.078	0.382
18418	IGHM	-0.06	-0.807	-0.219	-0.071	-0.202
18419	RIC-8	-0.139	0.222	-0.085	0.034	-0.218
18420	FGL1	-0.106	-0.384	-0.015	-0.033	-0.16
18421	HSPC109	-0.169	-0.021	-0.239	-0.315	-0.303
18422	SMA3	0.332	0.5	0.026	0.385	0.251
18423	SYT5	-0.153	-0.141	0.015	0.062	-0.338
18424	RBBP6	-0.118	0.134	0.301	-0.013	-0.093
18425	IL18BP	0.265	0.245	0.074	0.171	0.038
18426	MTF1	0.145	0.248	0.57	0.612	0.445
18427	GSPT1	-0.134	0.53	0.434	0.318	0.068
18428	GPRK2L	-0.153	-0.152	-0.263	0.079	-0.196
18429	FMR1	0.016	0.109	-0.12	-0.018	-0.274
18430	FGF7	0.637	-0.248	-0.151	-0.039	-0.269
18431	FCGR2B	-0.18	-0.418	-0.372	-0.29	-0.382
18432	FABP1	-0.354	-0.449	-0.549	-0.568	-0.81
18433		-0.05	-0.375	-0.221	-0.06	-0.546
18434	ALG5	-0.12	-0.025	-0.211	-0.371	-0.274
18435	ST3GALVI	0.385	0.861	0.734	0.642	0.171
18436	CAT	-0.007	0.002	-0.182	-0.323	-0.158
18437	MARCO	-0.447	-0.452	-0.362	-0.169	-0.314
18438	FDX1	-0.107	-0.154	-0.154	-0.124	-0.125
18439	FLJ12716	-0.069	0.328	-0.05	0.094	0.094
18440	CECR6	0.111	-0.104	-0.063	0.122	0.138
18441	CREG	0.21	0.086	-0.173	-0.289	-0.337
18442	SACM1L	0.149	0.318	0.213	0.397	0.142
18443	GNE	-0.407		-0.589	-0.481	0.036
18444	FLJ22662	-0.049	-1.263	-0.315	-0.409	-0.287
18445	FLJ20335	0.13	2.147	-0.168	-0.361	-0.268
18446	P38IP	0.025		-0.51	0.015	0.04
18447	FRZB	-0.643	-1.355	-2.389	-0.809	0
18448	FLJ33167	-0.406	-0.129	0.005	-0.008	-0.964
18449		0.499	1.136	0.783	1.516	0.591
18450	FLJ20360	-0.09	0.203	0.151	-0.103	-0.066
18451	TRIM35	-0.48	-0.127	-0.096	-0.213	-0.223
18452		-0.453	-1.06	-0.34	-0.959	-0.566
18453	ETAA16	-0.04	-0.294	-0.776	0.223	-0.025
18454	OSBPL8	0.257	0.766	0.515	0.806	0.458
18455	NCDN	0.108	-0.513	-0.187	0.108	0.016
18456	PPIC	-0.386	-0.692	-0.704	-0.632	-0.031
18457		0.051	-0.401	-0.331	-0.3	-0.351
18458		0.234	-0.515	-0.51	-0.467	-0.568
18459	KIAA0935	0.127	-0.178	-0.264	-0.212	-0.162
18460	SV2B	0.207	-0.728	-0.481	-0.439	-0.439
18461	RAB27B	-0.025	0.217	-0.426	0.33	-0.009
18462		0.078	-0.266	-0.311	-0.609	-0.267
18463		0.26	0.139	0.39	0.573	0.182
18464	WIF1	0.025	-0.497	-0.073	-0.047	-0.188
18465		-0.537	-0.334	-0.354	0.187	0.601
18466		0.082	0.038	0.273	-0.226	-0.115
18467		0.105	-0.473	-0.211	-0.168	-0.197
18468		-0.501	-1.291	-0.989	-0.307	-1.57
18469	IL1B	0.027	-0.038	-0.002	-0.074	0.009
18470	ITGAX	-0.255	-0.464	-0.106	-0.201	0.031
18471	ITM1	-0.123		-0.066	0.082	0.029
18472	NR2F6	-0.172	0.379	-0.391	-0.296	-0.214
18473	TLE3	-0.144	-0.874	0.001	-0.323	-0.467
18474	SELENBP1	-0.145		-0.049	-0.029	-0.132
18475	NONO	0.32	0.497	0.536	0.604	0.036
18476	TAF1B	-0.005	0.165	0.094	0.312	0.1
18477	RGS12	-0.014	0.064	-0.066	-0.312	-0.217
18478	ODF2	0.056	0.278	0.028	0.01	-0.041
18479	ATP6V0E	-0.079	-0.12	-0.134	-0.086	0.192
18480	CLGN	0.034	-0.018	-0.082	-0.176	-0.191
18481	CGI-203	-0.03	0.016	-0.126	-0.165	-0.462
18482	NCAM1	-0.171	0.026	0.049	0.309	0.253
18483	KATNA1	-0.044	0.139	-0.066	0.008	-0.301
18484		-0.099	-0.09	-0.354	-0.242	-0.062
18485		-0.103	-0.385	-0.517	-0.25	0.029
18486		-0.151	-0.215	-0.267	-0.442	-0.063
18487	FLJ32122	0.2	0.269	0	0.209	0.209
18488	FLJ20004	0.119	0.374	0.067	-0.027	0.117
18489		0.086	-0.033	-0.084	-0.087	-0.107
18490	AF5Q31	-0.127	-0.007	0.407	0.32	0.418
18491		0.181	0.037	-0.056	-0.258	-0.137
18492		0.071	-0.268	-0.321	-0.284	0.03
18493		-0.304	-1.114	-0.621	-0.32	-0.532
18494		-0.139	-0.177	-0.163	-0.255	-0.365
18495	NRP1	-0.259	0.154	0.193	1.125	0.77
18496	CKAP2	-0.064	0.708	-0.28	0.493	-0.014
18497		0.13	0.15	0.031	0.276	0.024
18498		-0.011	-0.145	-0.014	-0.168	-0.162
18499		-0.165		-0.09	-0.234	-0.123
18500	CLU	-0.021		0.108	0.353	-0.047
18501	SMC1L1	0.008	2	-0.028	-0.272	-0.029
18502		0.034		0.192	0.282	0.001
18503	LALP1	0.07	0.491	0.328	0.835	0.492
18504		0.036	0.077	-0.062	-0.027	-0.126
18505	ADMR	-0.385	-0.526	-0.333	-0.306	-0.546
18506		-0.091	0.083	-0.217	0.307	0.364
18507	KIAA1450	-0.195	-0.066	-0.488	-0.182	-0.208
18508		-0.733	-0.156	-0.294	-0.189	-0.496
18509	FLJ22087	0.137	0.174	-0.063	0.356	-0.124
18510	TSPYL	0.074	0.043	-0.145	-0.248	-0.259
18511	ZFP385	0.024	0.048	-0.203	-0.02	0.22
18512	raptor	-0.32	-0.355	-0.239	-0.524	-0.352
18513		-0.067	0.033	-0.097	-0.313	-0.297
18514	SERP1	0.024	0.139	0.004	0.025	-0.024
18515	SFRS4	0.021	0.362	0.494	-0.059	-0.002
18516		0.062	-0.127	-0.347	-0.235	-0.16
18517		-0.269	-0.105	-0.424	-0.236	-0.369
18518		-0.65	-0.995	-1.056	-0.235	-0.682
18519		-0.579	-0.802	-0.763	-0.585	-1.132
18520		0.128	0.145	-0.08	0.048	-0.187
18521	DKFZP727C091	0.414	0.395	0.992	0.992	0.203
18522		-0.063	-0.275	-0.466	-0.33	-0.288
18523	ADAM22	0.007	-0.398	-0.591	-0.292	-0.31
18524		0.023	-1.105	-0.548	-0.387	-0.574
18525		-0.033	-0.756	-0.428	-0.123	-0.442
18526	CREM	-0.276	-0.135	0.227	0.21	-0.45
18527		-0.745		-1.004	-0.798	-0.988
18528		-0.512	1.678	-0.712	-0.388	-0.793
18529	RHOBTB3	0.036	2.585	0.472	0.404	0.05
18530		-0.136		-0.073	0.169	0.138
18531		-0.349	-0.009	-0.166	-0.11	-0.126
18532		-0.396	-0.154	-0.302	-0.45	-0.151
18533	FLJ11011	0.032	0.039	-0.045	0.328	0.48
18534	FLJ10252	0.083	0.185	-0.049	0.327	0.282
18535		-0.346	-0.315	-0.346	-0.189	-0.524
18536		-0.194	-0.284	-0.037	-0.109	-0.2
18537		0.048	-0.075	0.003	0.282	0.267
18538		0.259	0.702	0.436	0.787	0.415
18539	FLJ10948	-0.01	-0.395	-0.475	-0.281	-0.267
18540		0.076	-0.382	-0.295	-0.643	-0.051
18541	FLJ14834	-0.135	-0.708	-0.4	-0.266	-0.421
18542		-0.486	-0.762	-0.248	-0.295	-0.517
18543		-0.557	-0.659	-0.177	-0.002	-0.692
18544		-0.158	-0.406	-0.477	-0.24	-0.376
18545		-0.29	-1.136	-0.765	-0.571	-0.134
18546		-0.198	-0.631	-0.349	-0.348	-0.674
18547	CDC25A	-0.306	-0.094	0.02	-0.517	-0.343
18548		-0.028	0.22	1.187	0.517	-0.062
18549		-0.082	0.203	0.067	-0.124	-0.07
18550		-0.121	0.02	0.026	-0.14	-0.221
18551		-0.045	-0.205	-0.527	-0.336	0
18552		0.137	0.489	0.724	0.765	0.171
18553	AD-020	-0.222	-0.759	-0.292	-0.163	-0.542
18554	KCNK4	-0.416	-0.401	-0.465	-0.715	-1.281
18555		-0.279		-0.366	-0.312	-0.326
18556		-0.191	0.541	0.483	0.805	0.066
18557		-0.465		-0.448	-0.183	-0.783
18558		0.012		-0.122	0.025	-0.079
18559		-0.145	-0.246	-0.702	0.075	-0.015
18560		-0.292	0.204	0.268	0.155	-0.201
18561		-0.452	-0.756	-0.614	-0.325	-0.821
18562		-0.8	-1.06	-0.694	-0.625	-1.467
18563		-0.686	-0.823	-0.821	-0.389	-1.009
18564		-0.835	-0.531	-0.107	-0.038	-0.556
18565		-0.6	-0.727	-0.998	-0.598	-0.524
18566		-0.482	-0.767	-0.441	0.573	-0.397
18567	ARL6IP4	-0.089	-0.086	-0.15	-0.425	-0.335
18568	FLJ20343	-0.084	0.225	0.418	0.611	0.222
18569	PHCA	-0.159	0.06	0.236	0.702	0.272
18570		-0.095	0.071	-0.065	-0.024	0.107
18571		-0.117	-0.374	-0.588	0.123	-0.043
18572		-0.358	-0.621	-0.386	-0.543	-0.668
18573		-0.894	-0.737	-0.273	0.133	-0.416
18574		-0.303	-0.902	-0.726	-0.199	-0.325
18575		-0.675	-1.333	-0.964	-0.35	-0.623
18576		-0.013	-0.489	-0.173	0.209	-0.041
18577		0.051	-0.202	0.132	0.149	-0.001
18578		0.038	-0.397	-0.326	-0.196	-0.345
18579		-0.107	0.041	0.022	-0.251	-0.421
18580	KIAA1012	-0.003	0.673	0.012	0.095	-0.101
18581		0.074	0.102	-0.036	-0.022	-0.018
18582		0.061		0.116	0.115	0.079
18583		-0.016	0.794	0.014	0.228	0.06
18584		-0.203	-0.064	-0.158	-0.324	-0.324
18585		-0.416	2.248	-0.031	-0.153	-0.234
18586		0.069	-2	-0.118	0.111	-0.147
18587	DLAT	-0.315	0.572	0.299	0.56	0.151
18588	FLJ23259	0.033	0.255	0.044	0.106	0.114
18589	FLJ32069	-0.012	-0.185	-0.017	0.024	-0.101
18590		-0.509	-0.094	-0.288	-0.025	-0.189
18591		-0.195	0.008	-0.189	0.032	-0.022
18592		-0.145	-0.23	-0.195	-0.052	-0.314
18593		0.015	-0.269	0.27	-0.034	0.112
18594		-0.064	-0.159	-0.685	0.097	-0.209
18595	MGC33864	-0.012	0.037	-0.05	-0.291	-0.216
18596		-0.055	0.042	-0.161	0.095	0.138
18597	CLECSF2	0.063	0.009	-0.01	-0.213	0.055
18598	LSM4	-0.202	-0.045	-0.384	-0.507	-0.655
18599		-0.165	-0.534	-0.256	-0.16	-0.167
18600		-0.083	-0.316	-0.163	0.078	-0.224
18601	SQRDL	0.323	0.242	0.354	0.527	0.211
18602		-0.172	0.062	-0.141	-0.207	-0.158
18603		0.018	0.046	-0.286	-0.013	0.056
18604	RAG1	0.32	-0.326	-0.313	-0.325	-0.097
18605		-0.287	0.163	0.882	0.691	0.673
18606		-0.109	0.087	-0.069	0.204	0.071
18607		-0.133	-0.101	-0.212	-0.283	-0.445
18608	DC8	-0.056	-0.12	-0.401	-0.115	-0.283
18609	FBXL4	-0.238		-0.37	-0.14	-0.092
18610		0.275		0.11	0.149	0.113
18611		0.236	1.036	0.434	0.318	0.258
18612	MAGI-3	0.164	0.208	0.294	0.523	0.257
18613		-0.404	0.737	-0.508	-0.427	-0.42
18614	FLJ21868	-0.199		0.011	0.074	-0.079
18615		0.056	-0.01	-0.072	-0.078	0.025
18616		-0.375	-0.531	-0.526	-0.246	-0.195
18617		0.21	-0.084	-0.27	0.149	-0.209
18618		-0.613	-0.332	-0.178	-0.077	-0.589
18619		0.027	0.157	-0.025	0.21	-0.062
18620		-0.25	-0.183	-0.09	-0.05	-0.079
18621	LMAN1	0.119	0.586	0.309	0.51	0.188
18622	COX6B	-0.13	0.217	0.015	-0.17	-0.271
18623	TNXB	-0.229	0.031	-0.127	-0.264	-0.167
18624		-0.134	-0.021	-0.104	-0.182	-0.118
18625	SMURF2	0.079	0.414	0.444	0.458	-0.064
18626		-0.068	-0.182	-0.575	-0.771	-0.107
18627	USP16	-0.173	0.286	0.2	0.156	-0.196
18628	NOH61	-0.114	0.178	0.008	-0.164	-0.187
18629	GPR65	-0.266	-0.487	-0.74	-0.842	-0.512
18630	CNOT7	0.088	0.452	0.271	0.307	0.059
18631	GDA	-0.047	0.568	0.267	0.238	-0.198
18632	FLJ13433	0.018	0.274	0.05	0.152	0.033
18633		0.195	0.448	0.416	0.318	0.133
18634		0.271	-0.265	-0.109	-0.021	0.098
18635	FLJ12650	-0.02	-0.329	-0.007	-0.008	0.011
18636		0.005		-0.188	-0.085	-0.328
18637	KIAA1698	0.097	1.585	0.04	0.001	0.043
18638	KIAA1049	0.254	1.379	0.256	0.174	-0.068
18639	FLJ20360	0.125	2.115	1.191	1.542	-0.358
18640		-0.031	1.459	0.022	-0.079	0.208
18641		0.062	0.078	-0.408	-0.379	-0.69
18642	FLJ20015	-0.035		-0.097	0.163	-0.084
18643		0.013	0.057	-0.108	0.035	-0.232
18644	MGC20460	0.049	0.212	0.181	0.404	-0.05
18645	USP12	-0.155	0.233	-0.017	0.071	-0.177
18646		-0.014	0.308	-0.044	0.011	-0.17
18647	ANKRA2	0.198	0.136	-0.401	-0.103	-0.151
18648		-0.032	0.059	-0.034	0.005	-0.053
18649		-0.971	-0.658	0.313	-0.059	0.737
18650		-0.068	-0.083	0.222	0.459	0.245
18651	BAP29	-0.34	0.547	1.121	1.113	1.402
18652	FLJ31606	-0.163	-0.007	0.183	-0.158	-0.222
18653	DKFZp434A2417	-0.046	0.324	-0.023	0.396	0.169
18654		-0.084	0.209	0.045	0.125	-0.062
18655		-0.046	-0.563	-0.958	0.209	0.397
18656		-0.086	-0.097	0.021	-0.145	-0.037
18657		0.009	-0.197	-0.239	-0.141	-0.136
18658	MNAB	0.926	-0.047	-1.926		1.63
18659	ALEX3	-0.213	-0.016	0.217	0.229	0.569
18660	TOPK	-0.488	0.29	-0.092	-0.426	-0.369
18661		-0.015	0.629	0.07	-0.022	-0.316
18662		-0.016	-1.687	-0.018	-0.12	0.044
18663		-0.103		-0.084	-0.02	-0.155
18664		0.186	0.7	-0.127	-0.267	-0.048
18665		-0.144		-0.263	0.122	-0.076
18666		-0.196	-1.354	-0.235	0.166	-0.081
18667	LOC63920	0.16	2	-0.186	0.325	0.004
18668	TRF4-2	0.221	0.778	-0.245	-0.137	-0.095
18669	DKFZP566F2124	0.007		0.373	0.49	0.01
18670		0.209		0.06	0.199	-0.05
18671		-0.249	0.948	0.041	0.372	2
18672		-0.016	-0.115	0.117	0.054	0.288
18673	SPINK1	0.377	0.221	-0.062	-0.38	-0.106
18674	CPA1	0.005	0.014	-0.016	0.255	-0.053
18675	CKB	0.028	-0.199	-0.185	-0.006	0.36
18676	HOXB7	0.05	0.142	0.138	0.032	-0.058
18677	TSSC1	0.005	0.308	-0.025	-0.161	-0.041
18678	GALT	0.037	0.413	-0.013	-0.023	-0.061
18679	RREB1	-0.025	-0.025	0.009	0.05	0.243
18680	PDE6H	0.091	0.624	-0.151	0.014	0.05
18681	LENG4	-0.179	0.254	-0.052	-0.083	-0.152
18682	NFATC4	1.399	0.376		-0.132	1.424
18683	QPRT	-0.105	-0.052	0.022	-0.06	-0.089
18684	MPHOSPH9	-0.15	0.276	-0.482	-0.591	-0.291
18685	MAD1L1	-0.323	0.031	-0.188	-0.289	-0.254
18686	SMT3H2	0.063	0.48	0.348	0.453	0.121
18687	CRYGA	-0.335	-0.202	0.399	0.375	0.28
18688	GPC3	0.248	-0.075	-0.126	0.028	0.068
18689	PRDX1	-0.113		0.232	0.084	-0.219
18690	B2M	0.219	-0.175	0.201	0.067	0.375
18691	PPM1G	-0.297	-0.402	0.092	-0.265	-0.33
18692	USP5	0.252	-1	0.203	0.187	-0.097
18693	HNRPM	-0.287	-0.31	0.035	-0.124	-0.354
18694	RPS4Y	-0.256	0.181	0.025	-0.083	-0.33
18695	ZNF198	0.08	0	0.121	0.454	0.321
18696	LST1	0.008	1.585	-0.03	0.122	0.161
18697	KIAA1407	0.071	-0.1	-0.047	0.009	0.032
18698		-0.176		-0.182	-0.13	-0.02
18699		-0.147	0.093	1.084	0.331	-0.091
18700	HSPA8	-0.016	0.583	0.435	0.178	-0.124
18701	MGC13168	-0.214	-0.101	0.029	-0.098	0.024
18702	UBE3B	-0.128	0.363	0.18	0.338	0.076
18703	PRO0650	0.271	1.229	0.921	1.267	0.6
18704		-0.304	0.073	0.192	0.176	0.384
18705		-0.185	0.024	-0.049	0.136	0.082
18706		-0.277	-0.388	-0.124	-0.272	-0.151
18707		0.44	-0.103	-0.278	-0.239	-0.114
18708		0.101	0.325	0.012	0.367	0.308
18709		-0.191	0.102	-0.2	-0.417	-0.279
18710	EIF5	-0.076	-0.144	0.328	-0.179	-0.119
18711		0.124	0.181	0.012	-0.04	-0.071
18712	LOC221955	0.149	-0.007	-0.002	0.055	0.214
18713	FHOD1	0.116	0.187	-0.063	-0.397	0.053
18714		0.151	-0.288	0.106	0.055	-0.23
18715		0.178	-0.467	-0.375	-0.446	-0.369
18716	UCH37	-0.238		-0.054	-0.204	-0.34
18717	SFRS3	-0.251	-0.431	0.376	0.189	-0.417
18718		-0.287	2.807	-0.242	0.553	0.289
18719		-0.116	-1.222	-0.077	0.019	-0.021
18720	STX1B2	-0.774		0.313	0.271	0.392
18721	JAM1	0.577	2.585	0.47	0.843	0.571
18722	ITGAL	-0.045	0.771	0.13	-0.089	-0.044
18723	PFKFB3	0.065	-1.064	0.476	0.122	-0.051
18724		-0.175	0.881	-0.223	0.277	0.07
18725	KRT17	0.035	0.248	1.673	2.365	1.647
18726	TACSTD2	0.357		0.566	0.956	0.918
18727	CALD1	-0.349	-0.073	0.378	0.513	-0.276
18728	TNFSF10	-0.216	-0.148	-0.049	0.41	-0.273
18729	COX11	-0.176	0.252	0.168	0.461	-0.004
18730	FAP	-0.272	0.272	0.127	0.224	0.011
18731	MGC11242	0.53	0.089	-1.136	-0.007	0.225
18732	HBB	0.116	0.09	-0.048	-0.196	-0.384
18733		-0.101	0.065	0.108	0.06	-0.117
18734		0.074	-0.464	-0.231	-0.367	0.035
18735		0.005	-0.178	-0.122	0.091	0.455
18736		0.097	-0.529	-0.4	-0.383	-0.063
18737		-0.395	0.03	-0.118	-0.037	0.206
18738		0.315	-0.027	-0.025	0.185	-0.164
18739		1		-0.31	2.69	1.219
18740	LILRA1	-0.583	0.79	-0.183	-0.451	-0.393
18741	PRO1073	-0.077	-0.325	-0.073	0.149	0.666
18742	NPM1	-0.265	0.399	0.23	0.017	0.116
18743		-0.256	-0.108	-0.077	-0.061	0.078
18744		-0.156	-0.845	0.129	0.202	0.069
18745		-0.568		-0.284	-0.356	0.079
18746		-0.283	-1.441	-0.208	-0.314	0.064
18747		-0.302	0	0.16	0.052	-0.22
18748		-0.198	1	-0.124	0.023	0.136
18749		-0.12	0.631	0.182	0.036	-0.24
18750		-0.205	-0.585	-0.087	-0.021	0.071
18751		-0.056	-0.379	0.246	-0.004	0.122
18752		-0.07		0.464	-0.22	-0.036
18753		-0.217	-1.059	-0.103	-0.194	-0.055
18754		-0.585	-1.25	-0.267	-0.035	-0.18
18755		0.158	0.037	-0.321	-0.086	0.325
18756		-0.056	0.098	-0.421	-0.047	-0.098
18757		-0.061	0	-0.187	-0.158	-0.599
18758		-0.107	-0.247	-0.276	0.083	0.067
18759		-0.138	0.197	1.408	0.777	0.355
